secs in Event,TrackName,Event,MidiChannel,Note,
0, 3,Note On,1,b5,
0, 3,Note On,1,g#5,
0, 3,Note On,1,e4,
0, 3,Note On,1,b4,
0.632911, 3,Note Off,1,e4,
0, 3,Note Off,1,b3,
0, 3,Note Off,1,e5,
0, 3,Note Off,1,g#4,
0, 3,Note Off,1,e3,
0, 3,Note Off,1,e5,
0, 3,Note Off,1,b4,
0, 3,Note Off,1,e6,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,g#5,
0, 3,Note Off,1,e4,
0, 3,Note Off,1,b4,
0.3164555, 3,Note On,1,d4,
0, 3,Note On,1,d5,
0, 3,Note On,1,a4,
0, 3,Note On,1,f#5,
0, 3,Note On,1,d5,
0, 3,Note On,1,d6,
0, 3,Note On,1,a5,
0, 3,Note On,1,f#6,
0.15822775, 3,Note Off,1,d4,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,f#5,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,d6,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,f#6,
0, 3,Note On,1,f#5,
0, 3,Note On,1,d5,
0, 3,Note On,1,a4,
0, 3,Note On,1,d4,
0, 3,Note On,1,f#6,
0, 3,Note On,1,d6,
0, 3,Note On,1,a5,
0, 3,Note On,1,d5,
0.15822775, 3,Note Off,1,f#5,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,d4,
0, 3,Note Off,1,f#6,
0, 3,Note Off,1,d6,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,d5,
0, 3,Note On,1,d5,
0, 3,Note On,1,f#5,
0, 3,Note On,1,a4,
0, 3,Note On,1,d4,
0, 3,Note On,1,d6,
0, 3,Note On,1,f#6,
0, 3,Note On,1,a5,
0, 3,Note On,1,d5,
0.632911, 3,Note Off,1,d5,
0, 3,Note Off,1,f#5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,d4,
0, 3,Note Off,1,d6,
0, 3,Note Off,1,f#6,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,d5,
0.3164555, 3,Note On,1,a3,
0, 3,Note On,1,c#5,
0, 3,Note On,1,e4,
0, 3,Note On,1,a4,
0, 3,Note On,1,a4,
0, 3,Note On,1,c#6,
0, 3,Note On,1,e5,
0, 3,Note On,1,a5,
0.15822775, 3,Note Off,1,a3,
0, 3,Note Off,1,c#5,
0, 3,Note Off,1,e4,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,c#6,
0, 3,Note Off,1,e5,
0, 3,Note Off,1,a5,
0, 3,Note On,1,a3,
0, 3,Note On,1,e4,
0, 3,Note On,1,a4,
0, 3,Note On,1,c#5,
0, 3,Note On,1,a4,
0, 3,Note On,1,e5,
0, 3,Note On,1,a5,
0, 3,Note On,1,c#6,
0.15822775, 3,Note Off,1,a3,
0, 3,Note Off,1,e4,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,c#5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,e5,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,c#6,
0, 3,Note On,1,a3,
0, 3,Note On,1,c#5,
0, 3,Note On,1,e5,
0, 3,Note On,1,a4,
0, 3,Note On,1,e4,
0, 3,Note On,1,a4,
0, 3,Note On,1,c#6,
0, 3,Note On,1,e6,
0, 3,Note On,1,a5,
0, 3,Note On,1,e5,
0.632911, 3,Note Off,1,a3,
0, 3,Note Off,1,c#5,
0, 3,Note Off,1,e5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,e4,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,c#6,
0, 3,Note Off,1,e6,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,e5,
0.79113875, 3,Note On,1,g6,
0, 3,Note On,1,g5,
0.105485166666667, 3,Note Off,1,g6,
0, 3,Note Off,1,g5,
0.0527425833333333, 3,Note On,1,e6,
0, 3,Note On,1,e5,
0.15822775, 3,Note On,1,d6,
0, 3,Note On,1,d5,
0.0527425833333333, 3,Note Off,1,e6,
0, 3,Note Off,1,e5,
0.0527425833333333, 3,Note Off,1,d6,
0, 3,Note Off,1,d5,
0.0527425833333333, 3,Note On,1,b5,
0, 3,Note On,1,b4,
0.15822775, 3,Note On,1,b5,
0, 3,Note On,1,b4,
0.0527425833333333, 3,Note Off,1,b5,
0, 3,Note Off,1,b4,
0.105485166666667, 3,Note On,1,a5,
0, 3,Note On,1,a4,
0.01977846875, 3,Note Off,1,b5,
0.0131856458333333, 3,Note Off,1,b4,
0.0725210520833333, 3,Note Off,1,a5,
0, 3,Note Off,1,a4,
0.0527425833333333, 3,Note On,1,g5,
0, 3,Note On,1,g4,
0.105485166666667, 3,Note Off,1,g5,
0, 3,Note Off,1,g4,
0.0527425833333333, 3,Note On,1,e4,
0, 3,Note On,1,b3,
0, 3,Note On,1,e5,
0, 3,Note On,1,b4,
0, 3,Note On,1,g#4,
0, 3,Note On,1,e3,
0.632911, 3,Note Off,1,e4,
0, 3,Note Off,1,b3,
0, 3,Note Off,1,e5,
0, 3,Note Off,1,b4,
0, 3,Note Off,1,g#4,
0, 3,Note Off,1,e3,
0.3164555, 3,Note On,1,d4,
0, 3,Note On,1,d5,
0, 3,Note On,1,a4,
0, 3,Note On,1,f#5,
0.15822775, 3,Note Off,1,d4,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,f#5,
0, 3,Note On,1,f#5,
0, 3,Note On,1,d5,
0, 3,Note On,1,a4,
0, 3,Note On,1,d4,
0.15822775, 3,Note Off,1,f#5,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,d4,
0, 3,Note On,1,d5,
0, 3,Note On,1,f#5,
0, 3,Note On,1,a4,
0, 3,Note On,1,d4,
0.632911, 3,Note Off,1,d5,
0, 3,Note Off,1,f#5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,d4,
0.3164555, 3,Note On,1,a3,
0, 3,Note On,1,c#5,
0, 3,Note On,1,e4,
0, 3,Note On,1,a4,
0.15822775, 3,Note Off,1,a3,
0, 3,Note Off,1,c#5,
0, 3,Note Off,1,e4,
0, 3,Note Off,1,a4,
0, 3,Note On,1,a3,
0, 3,Note On,1,e4,
0, 3,Note On,1,a4,
0, 3,Note On,1,c#5,
0.15822775, 3,Note Off,1,a3,
0, 3,Note Off,1,e4,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,c#5,
0, 3,Note On,1,a3,
0, 3,Note On,1,c#5,
0, 3,Note On,1,e5,
0, 3,Note On,1,a4,
0, 3,Note On,1,e4,
0.632911, 3,Note Off,1,a3,
0, 3,Note Off,1,c#5,
0, 3,Note Off,1,e5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,e4,
0, 3,Note On,1,b4,
0, 3,Note On,1,b3,
0, 3,Note On,1,b5,
0.105485166666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b3,
0, 3,Note Off,1,b5,
0.0527425833333333, 3,Note On,1,g#4,
0, 3,Note On,1,g#3,
0, 3,Note On,1,g#5,
0.210970333333333, 3,Note Off,1,g#4,
0, 3,Note Off,1,g#3,
0, 3,Note Off,1,g#5,
0.105485166666667, 3,Note On,1,b4,
0, 3,Note On,1,b3,
0, 3,Note On,1,b5,
0.105485166666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b3,
0, 3,Note Off,1,b5,
0.0527425833333333, 3,Note On,1,a4,
0, 3,Note On,1,a3,
0, 3,Note On,1,a5,
0.210970333333333, 3,Note Off,1,a4,
0, 3,Note Off,1,a3,
0, 3,Note Off,1,a5,
0.105485166666667, 3,Note On,1,b4,
0, 3,Note On,1,b3,
0, 3,Note On,1,b5,
0.105485166666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b3,
0, 3,Note Off,1,b5,
0.0527425833333333, 3,Note On,1,a#4,
0, 3,Note On,1,a#3,
0, 3,Note On,1,a#5,
0.210970333333333, 3,Note Off,1,a#4,
0, 3,Note Off,1,a#3,
0, 3,Note Off,1,a#5,
0.105485166666667, 3,Note On,1,b4,
0, 3,Note On,1,b3,
0, 3,Note On,1,b5,
0.105485166666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b3,
0, 3,Note Off,1,b5,
0.0527425833333333, 3,Note On,1,a#4,
0, 3,Note On,1,a#3,
0, 3,Note On,1,a#5,
0.105485166666667, 3,Note Off,1,a#4,
0, 3,Note Off,1,a#3,
0, 3,Note Off,1,a#5,
0.0527425833333333, 3,Note On,1,b4,
0, 3,Note On,1,b3,
0, 3,Note On,1,b5,
0.105485166666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b3,
0, 3,Note Off,1,b5,
0.0461497604166667, 3,Note On,1,a5,
0, 3,Note On,1,e6,
0.00659282291666667, 3,Note Off,1,a5,
0, 3,Note Off,1,e6,
0.3560124375, 3,Note On,1,a5,
0, 3,Note On,1,e5,
0, 3,Note On,1,a6,
0, 3,Note On,1,e6,
0.0263712916666667, 3,Note On,1,a4,
0, 3,Note On,1,a5,
0.309862677083333, 3,Note Off,1,a5,
0, 3,Note Off,1,a6,
0.0131856458333333, 3,Note Off,1,e5,
0, 3,Note Off,1,e6,
0.13844928125, 3,Note Off,1,a4,
0, 3,Note Off,1,a5,
0, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0.0263712916666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.00659282291666667, 3,Note On,1,e4,
0, 3,Note On,1,b4,
0, 3,Note On,1,e5,
0, 3,Note On,1,b5,
0.17800621875, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.112077989583333, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0.00659282291666667, 3,Note On,1,f#5,
0, 3,Note On,1,b5,
0, 3,Note On,1,f#6,
0, 3,Note On,1,b6,
0.0725210520833333, 3,Note Off,1,e4,
0, 3,Note Off,1,e5,
0.37579090625, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.09889234375, 3,Note Off,1,f#5,
0, 3,Note Off,1,f#6,
0.00659282291666667, 3,Note Off,1,b5,
0, 3,Note Off,1,b6,
0, 3,Note On,1,a5,
0, 3,Note On,1,a6,
0.01977846875, 3,Note On,1,e5,
0, 3,Note On,1,e6,
0.0329641145833333, 3,Note On,1,a4,
0, 3,Note On,1,a5,
0.184599041666667, 3,Note Off,1,e5,
0, 3,Note Off,1,e6,
0.0131856458333333, 3,Note Off,1,a5,
0, 3,Note Off,1,a6,
0, 3,Note On,1,g5,
0, 3,Note On,1,g6,
0.125263635416667, 3,Note Off,1,g5,
0, 3,Note Off,1,g6,
0.00659282291666667, 3,Note On,1,f#5,
0, 3,Note On,1,g5,
0, 3,Note On,1,f#6,
0, 3,Note On,1,g6,
0.0329641145833333, 3,Note Off,1,a4,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,g5,
0, 3,Note Off,1,g6,
0, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0, 3,Note On,1,b5,
0, 3,Note On,1,b6,
0.184599041666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,b6,
0.00659282291666667, 3,Note Off,1,f#5,
0, 3,Note Off,1,f#6,
0.553797125, 3,Note On,1,a5,
0, 3,Note On,1,e5,
0, 3,Note On,1,a6,
0, 3,Note On,1,e6,
0.0263712916666667, 3,Note On,1,a4,
0, 3,Note On,1,a5,
0.309862677083333, 3,Note Off,1,a5,
0, 3,Note Off,1,a6,
0.0131856458333333, 3,Note Off,1,e5,
0, 3,Note Off,1,e6,
0.13844928125, 3,Note Off,1,a4,
0, 3,Note Off,1,a5,
0, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0.0263712916666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.00659282291666667, 3,Note On,1,e4,
0, 3,Note On,1,b4,
0, 3,Note On,1,e5,
0, 3,Note On,1,b5,
0.17800621875, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.112077989583333, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0.00659282291666667, 3,Note On,1,f#5,
0, 3,Note On,1,b5,
0, 3,Note On,1,f#6,
0, 3,Note On,1,b6,
0.0725210520833333, 3,Note Off,1,e4,
0, 3,Note Off,1,e5,
0.37579090625, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.09889234375, 3,Note Off,1,f#5,
0, 3,Note Off,1,f#6,
0.00659282291666667, 3,Note Off,1,b5,
0, 3,Note Off,1,b6,
0, 3,Note On,1,a5,
0, 3,Note On,1,a6,
0.01977846875, 3,Note On,1,e5,
0, 3,Note On,1,e6,
0.0329641145833333, 3,Note On,1,a4,
0, 3,Note On,1,a5,
0.184599041666667, 3,Note Off,1,e5,
0, 3,Note Off,1,e6,
0.0131856458333333, 3,Note Off,1,a5,
0, 3,Note Off,1,a6,
0, 3,Note On,1,g5,
0, 3,Note On,1,g6,
0.125263635416667, 3,Note Off,1,g5,
0, 3,Note Off,1,g6,
0.00659282291666667, 3,Note On,1,f#5,
0, 3,Note On,1,g5,
0, 3,Note On,1,f#6,
0, 3,Note On,1,g6,
0.0329641145833333, 3,Note Off,1,a4,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,g5,
0, 3,Note Off,1,g6,
0, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0, 3,Note On,1,b5,
0, 3,Note On,1,b6,
0.184599041666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,b6,
0.00659282291666667, 3,Note Off,1,f#5,
0, 3,Note Off,1,f#6,
0.4351263125, 3,Note On,1,d6,
0.0395569375, 3,Note On,1,g5,
0.0131856458333333, 3,Note On,1,g6,
0.05933540625, 3,Note On,1,d5,
0.184599041666667, 3,Note Off,1,g6,
0.0131856458333333, 3,Note Off,1,d6,
0.1977846875, 3,Note Off,1,g5,
0.0527425833333333, 3,Note Off,1,d5,
0.00659282291666667, 3,Note On,1,d5,
0.0263712916666667, 3,Note On,1,f#6,
0, 3,Note On,1,d6,
0.01977846875, 3,Note On,1,a5,
0.17800621875, 3,Note Off,1,a5,
0.0131856458333333, 3,Note Off,1,f#6,
0.01977846875, 3,Note Off,1,d6,
0.1977846875, 3,Note Off,1,d5,
0.00659282291666667, 3,Note On,1,d5,
0.01977846875, 3,Note On,1,a4,
0.01977846875, 3,Note On,1,a5,
0.0461497604166667, 3,Note Off,1,d5,
0, 3,Note On,1,e5,
0.37579090625, 3,Note Off,1,a4,
0.05933540625, 3,Note Off,1,e5,
0.00659282291666667, 3,Note On,1,g4,
0.0263712916666667, 3,Note On,1,c5,
0, 3,Note Off,1,c5,
0.191191864583333, 3,Note Off,1,g4,
0.01977846875, 3,Note Off,1,a5,
0.00659282291666667, 3,Note On,1,a5,
0.01977846875, 3,Note On,1,a4,
0.0131856458333333, 3,Note On,1,e5,
0.461497604166667, 3,Note On,1,a4,
0.131856458333333, 3,Note Off,1,a5,
0.00659282291666667, 3,Note Off,1,e5,
0.112077989583333, 3,Note On,1,g6,
0.00659282291666667, 3,Note Off,1,a4,
0.00659282291666667, 3,Note On,1,d6,
0, 3,Note On,1,g4,
0.0131856458333333, 3,Note On,1,d5,
0.0461497604166667, 3,Note On,1,g5,
0.15822775, 3,Note Off,1,g4,
0.0329641145833333, 3,Note Off,1,d6,
0.00659282291666667, 3,Note Off,1,g6,
0.210970333333333, 3,Note Off,1,a4,
0, 3,Note Off,1,g5,
0.0527425833333333, 3,Note On,1,f#6,
0, 3,Note On,1,d6,
0, 3,Note On,1,a5,
0.00659282291666667, 3,Note On,1,d5,
0.210970333333333, 3,Note Off,1,d5,
0.0329641145833333, 3,Note Off,1,a5,
0.0329641145833333, 3,Note Off,1,f#6,
0.0395569375, 3,Note Off,1,d6,
0.13844928125, 3,Note Off,1,d5,
0, 3,Note On,1,e5,
0.01977846875, 3,Note On,1,a4,
0.0395569375, 3,Note On,1,a5,
0.45490478125, 3,Note Off,1,e5,
0, 3,Note Off,1,a4,
0.01977846875, 3,Note On,1,g4,
0.237341625, 3,Note Off,1,g4,
0.0131856458333333, 3,Note Off,1,a5,
0.0131856458333333, 3,Note On,1,a5,
0, 3,Note On,1,a#4,
0.01977846875, 3,Note On,1,f5,
0.09889234375, 3,Note Off,1,a#4,
0, 3,Note On,1,a4,
0.0395569375, 3,Note Off,1,f5,
0.00659282291666667, 3,Note On,1,e5,
0.619725354166667, 3,Note Off,1,a5,
0, 3,Note Off,1,e5,
0.05933540625, 3,Note On,1,a5,
0, 3,Note On,1,e5,
0, 3,Note On,1,a6,
0, 3,Note On,1,e6,
0.0263712916666667, 3,Note On,1,a4,
0, 3,Note On,1,a5,
0.0263712916666667, 3,Note Off,1,a4,
0.283491385416667, 3,Note Off,1,a5,
0, 3,Note Off,1,a6,
0.0131856458333333, 3,Note Off,1,e5,
0, 3,Note Off,1,e6,
0.13844928125, 3,Note Off,1,a4,
0, 3,Note Off,1,a5,
0, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0.0263712916666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.00659282291666667, 3,Note On,1,e4,
0, 3,Note On,1,b4,
0, 3,Note On,1,e5,
0, 3,Note On,1,b5,
0.17800621875, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.112077989583333, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0.00659282291666667, 3,Note On,1,f#5,
0, 3,Note On,1,b5,
0, 3,Note On,1,f#6,
0, 3,Note On,1,b6,
0.0725210520833333, 3,Note Off,1,e4,
0, 3,Note Off,1,e5,
0.37579090625, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.09889234375, 3,Note Off,1,f#5,
0, 3,Note Off,1,f#6,
0.00659282291666667, 3,Note Off,1,b5,
0, 3,Note Off,1,b6,
0, 3,Note On,1,a5,
0, 3,Note On,1,a6,
0.01977846875, 3,Note On,1,e5,
0, 3,Note On,1,e6,
0.0329641145833333, 3,Note On,1,a4,
0, 3,Note On,1,a5,
0.184599041666667, 3,Note Off,1,e5,
0, 3,Note Off,1,e6,
0.0131856458333333, 3,Note Off,1,a5,
0, 3,Note Off,1,a6,
0, 3,Note On,1,g5,
0, 3,Note On,1,g6,
0.125263635416667, 3,Note Off,1,g5,
0, 3,Note Off,1,g6,
0.00659282291666667, 3,Note On,1,f#5,
0, 3,Note On,1,g5,
0, 3,Note On,1,f#6,
0, 3,Note On,1,g6,
0.0329641145833333, 3,Note Off,1,a4,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,g5,
0, 3,Note Off,1,g6,
0, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0, 3,Note On,1,b5,
0, 3,Note On,1,b6,
0.184599041666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,b6,
0.00659282291666667, 3,Note Off,1,f#5,
0, 3,Note Off,1,f#6,
0.553797125, 3,Note On,1,a5,
0, 3,Note On,1,e5,
0, 3,Note On,1,a6,
0, 3,Note On,1,e6,
0.0263712916666667, 3,Note On,1,a4,
0, 3,Note On,1,a5,
0.309862677083333, 3,Note Off,1,a5,
0, 3,Note Off,1,a6,
0.0131856458333333, 3,Note Off,1,e5,
0, 3,Note Off,1,e6,
0.13844928125, 3,Note Off,1,a4,
0, 3,Note Off,1,a5,
0, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0.0263712916666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.00659282291666667, 3,Note On,1,e4,
0, 3,Note On,1,b4,
0, 3,Note On,1,e5,
0, 3,Note On,1,b5,
0.17800621875, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.112077989583333, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0.00659282291666667, 3,Note On,1,f#5,
0, 3,Note On,1,b5,
0, 3,Note On,1,f#6,
0, 3,Note On,1,b6,
0.0725210520833333, 3,Note Off,1,e4,
0, 3,Note Off,1,e5,
0.37579090625, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0.09889234375, 3,Note Off,1,f#5,
0, 3,Note Off,1,f#6,
0.00659282291666667, 3,Note Off,1,b5,
0, 3,Note Off,1,b6,
0, 3,Note On,1,a5,
0, 3,Note On,1,a6,
0.01977846875, 3,Note On,1,e5,
0, 3,Note On,1,e6,
0.0329641145833333, 3,Note On,1,a4,
0, 3,Note On,1,a5,
0.184599041666667, 3,Note Off,1,e5,
0, 3,Note Off,1,e6,
0.0131856458333333, 3,Note Off,1,a5,
0, 3,Note Off,1,a6,
0, 3,Note On,1,g5,
0, 3,Note On,1,g6,
0.125263635416667, 3,Note Off,1,g5,
0, 3,Note Off,1,g6,
0.00659282291666667, 3,Note On,1,f#5,
0, 3,Note On,1,g5,
0, 3,Note On,1,f#6,
0, 3,Note On,1,g6,
0.0329641145833333, 3,Note Off,1,a4,
0, 3,Note Off,1,a5,
0, 3,Note Off,1,g5,
0, 3,Note Off,1,g6,
0, 3,Note On,1,b4,
0, 3,Note On,1,b5,
0, 3,Note On,1,b5,
0, 3,Note On,1,b6,
0.184599041666667, 3,Note Off,1,b4,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,b5,
0, 3,Note Off,1,b6,
0.00659282291666667, 3,Note Off,1,f#5,
0, 3,Note Off,1,f#6,
0.1977846875, 3,Note On,1,d4,
0, 3,Note On,1,g4,
0, 3,Note On,1,g5,
0, 3,Note On,1,d5,
0, 3,Note On,1,b4,
0.3164555, 3,Note Off,1,d4,
0, 3,Note Off,1,g4,
0, 3,Note Off,1,g5,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,b4,
0.15822775, 3,Note On,1,d4,
0, 3,Note On,1,g4,
0, 3,Note On,1,g5,
0, 3,Note On,1,d5,
0, 3,Note On,1,b4,
0.3164555, 3,Note Off,1,d4,
0, 3,Note Off,1,g4,
0, 3,Note Off,1,g5,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,b4,
0.15822775, 3,Note On,1,d4,
0, 3,Note On,1,g4,
0, 3,Note On,1,g5,
0, 3,Note On,1,d5,
0, 3,Note On,1,b4,
0.3164555, 3,Note Off,1,d4,
0, 3,Note Off,1,g4,
0, 3,Note Off,1,g5,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,b4,
0.15822775, 3,Note On,1,d4,
0, 3,Note On,1,g4,
0, 3,Note On,1,b4,
0, 3,Note On,1,d5,
0, 3,Note On,1,g5,
0.105485166666667, 3,Note Off,1,d4,
0, 3,Note Off,1,g4,
0, 3,Note Off,1,b4,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,g5,
0.0527425833333333, 3,Note On,1,b4,
0, 3,Note On,1,g5,
0, 3,Note On,1,c#4,
0.105485166666667, 3,Note Off,1,b4,
0, 3,Note Off,1,g5,
0, 3,Note Off,1,c#4,
0.0527425833333333, 3,Note On,1,d4,
0, 3,Note On,1,b4,
0, 3,Note On,1,g4,
0, 3,Note On,1,d5,
0, 3,Note On,1,g5,
0.105485166666667, 3,Note Off,1,d4,
0, 3,Note Off,1,b4,
0, 3,Note Off,1,g4,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,g5,
0.0527425833333333, 3,Note On,1,d4,
0, 3,Note On,1,g4,
0, 3,Note On,1,b4,
0, 3,Note On,1,d5,
0, 3,Note On,1,g5,
0.210970333333333, 3,Note Off,1,d4,
0, 3,Note Off,1,g4,
0, 3,Note Off,1,b4,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,g5,
0.105485166666667, 3,Note On,1,d4,
0, 3,Note On,1,g4,
0, 3,Note On,1,b4,
0, 3,Note On,1,d5,
0, 3,Note On,1,g5,
0.210970333333333, 3,Note Off,1,d4,
0, 3,Note Off,1,g4,
0, 3,Note Off,1,b4,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,g5,
0.105485166666667, 3,Note On,1,d4,
0, 3,Note On,1,f#5,
0, 3,Note On,1,a4,
0, 3,Note On,1,d5,
0.3164555, 3,Note Off,1,d4,
0, 3,Note Off,1,f#5,
0, 3,Note Off,1,a4,
0, 3,Note Off,1,d5,
0.15822775, 3,Note On,1,d4,
0, 3,Note On,1,d5,
0, 3,Note On,1,f#5,
0, 3,Note On,1,a4,
0.3164555, 3,Note Off,1,d4,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,f#5,
0, 3,Note Off,1,a4,
0.15822775, 3,Note On,1,d4,
0, 3,Note On,1,d5,
0, 3,Note On,1,f#5,
0, 3,Note On,1,a4,
0.843881333333333, 3,Note Off,1,d4,
0, 3,Note Off,1,d5,
0, 3,Note Off,1,f#5,
0, 3,Note Off,1,a4,
0.738396166666667, 3,Note On,1,e3,
0, 3,Note On,1,e5,
0, 3,Note On,1,e4,
0.00659282291666667, 3,Note On,1,b4,
0.290084208333333, 3,Note Off,1,e3,
0.01977846875, 3,Note Off,1,e4,
0.0131856458333333, 3,Note Off,1,b4,
0.00659282291666667, 3,Note Off,1,e5,
0.679060760416667, 3,Note On,1,d4,
0, 3,Note On,1,a4,
0.00659282291666667, 3,Note On,1,e3,
0, 3,Note On,1,d5,
0.13844928125, 3,Note Off,1,a4,
0, 3,Note On,1,a4,
0.13844928125, 3,Note Off,1,d4,
0.00659282291666667, 3,Note Off,1,a4,
0, 3,Note On,1,d4,
0.0131856458333333, 3,Note Off,1,d5,
0, 3,Note On,1,a4,
0.00659282291666667, 3,Note On,1,d5,
0.290084208333333, 3,Note Off,1,d4,
0.01977846875, 3,Note Off,1,a4,
0.00659282291666667, 3,Note Off,1,d5,
0.0461497604166667, 3,Note Off,1,e3,
0.560389947916667, 3,Note On,1,c#4,
0.00659282291666667, 3,Note On,1,d5,
0, 3,Note On,1,a4,
0, 3,Note On,1,e3,
0.15822775, 3,Note Off,1,a4,
0.00659282291666667, 3,Note On,1,a4,
0.09889234375, 3,Note On,1,e3,
0.0131856458333333, 3,Note Off,1,e3,
0.0395569375, 3,Note On,1,f#5,
0.3164555, 3,Note Off,1,c#4,
0, 3,Note Off,1,f#5,
0.01977846875, 3,Note Off,1,d5,
0, 3,Note Off,1,a4,
0.224155979166667, 3,Note Off,1,e3,
0.388976552083333, 3,Note On,1,b4,
0, 3,Note On,1,e4,
0, 3,Note On,1,e3,
0.0329641145833333, 3,Note On,1,e5,
0.09889234375, 3,Note Off,1,b4,
0.00659282291666667, 3,Note On,1,b4,
0.079113875, 3,Note Off,1,e3,
0.0395569375, 3,Note Off,1,e4,
0.00659282291666667, 3,Note Off,1,e5,
0.0461497604166667, 3,Note On,1,e5,
0.0131856458333333, 3,Note On,1,g#5,
0.237341625, 3,Note Off,1,g#5,
0.01977846875, 3,Note Off,1,e5,
0.0131856458333333, 3,Note Off,1,b4,
0.0395569375, 3,Note On,1,b4,
0, 3,Note On,1,e4,
0, 3,Note On,1,e3,
0.0329641145833333, 3,Note On,1,e5,
0.09889234375, 3,Note Off,1,b4,
0.00659282291666667, 3,Note On,1,b4,
0.171413395833333, 3,Note Off,1,e5,
0, 3,Note On,1,e5,
0.0131856458333333, 3,Note On,1,g#5,
0.237341625, 3,Note Off,1,g#5,
0.01977846875, 3,Note Off,1,e5,
0.00659282291666667, 3,Note Off,1,e4,
0.00659282291666667, 3,Note Off,1,b4,
0.0395569375, 3,Note On,1,b4,
0, 3,Note On,1,e4,
0, 3,Note On,1,e3,
0.0329641145833333, 3,Note On,1,e5,
0.09889234375, 3,Note Off,1,b4,
0.00659282291666667, 3,Note On,1,b4,
0.0131856458333333, 3,Note Off,1,e3,
0.125263635416667, 3,Note On,1,e3,
0, 3,Note On,1,e5,
0, 3,Note On,1,e4,
0.00659282291666667, 3,Note On,1,b4,
0.0263712916666667, 3,Note Off,1,e5,
