secs in Event,TrackName,Event,MidiChannel,Note,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.632911,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.9493665,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.105485166666667,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.0527425833333333,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.210970333333333,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.105485166666667,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.421940666666667,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.421940666666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.369198083333333,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.105485166666667,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.0527425833333333,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.105485166666667,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.0527425833333333,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.105485166666667,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.0527425833333333,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.210970333333333,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.105485166666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0.105485166666667,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0.0527425833333333,vocal,Note On,3,g#5,
0,vocal,Note On,3,g#5,
0,vocal,Note On,3,g#5,
0,vocal,Note On,3,g#5,
0,vocal,Note On,3,g#5,
0.105485166666667,vocal,Note Off,3,g#5,
0,vocal,Note Off,3,g#5,
0,vocal,Note Off,3,g#5,
0,vocal,Note Off,3,g#5,
0,vocal,Note Off,3,g#5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0.210970333333333,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0.105485166666667,vocal,Note On,3,e5,
0,vocal,Note On,3,e5,
0,vocal,Note On,3,e5,
0,vocal,Note On,3,e5,
0,vocal,Note On,3,e5,
0.421940666666667,vocal,Note Off,3,e5,
0,vocal,Note Off,3,e5,
0,vocal,Note Off,3,e5,
0,vocal,Note Off,3,e5,
0,vocal,Note Off,3,e5,
0.210970333333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.210970333333333,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.105485166666667,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.421940666666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.369198083333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.421940666666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.685653583333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,c#6,
0,vocal,Note On,3,c#6,
0,vocal,Note On,3,c#6,
0,vocal,Note On,3,c#6,
0,vocal,Note On,3,c#6,
0.105485166666667,vocal,Note Off,3,c#6,
0,vocal,Note Off,3,c#6,
0,vocal,Note Off,3,c#6,
0,vocal,Note Off,3,c#6,
0,vocal,Note Off,3,c#6,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.210970333333333,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.105485166666667,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0.105485166666667,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0.0527425833333333,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0.105485166666667,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0.0527425833333333,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0.105485166666667,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0.0527425833333333,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0.105485166666667,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0,vocal,Note On,3,g5,
0.15822775,vocal,Note On,3,e5,
0,vocal,Note On,3,e5,
0,vocal,Note On,3,e5,
0,vocal,Note On,3,e5,
0,vocal,Note On,3,e5,
0.263712916666667,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0,vocal,Note Off,3,g5,
0.0527425833333333,vocal,Note Off,3,e5,
0,vocal,Note Off,3,e5,
0,vocal,Note Off,3,e5,
0,vocal,Note Off,3,e5,
0,vocal,Note Off,3,e5,
0.3164555,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0,vocal,Note On,3,a5,
0.210970333333333,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0,vocal,Note Off,3,a5,
0.105485166666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.210970333333333,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.263712916666667,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.105485166666667,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.0527425833333333,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.210970333333333,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.421940666666667,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.210970333333333,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.105485166666667,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.421940666666667,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.210970333333333,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.105485166666667,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.210970333333333,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0.105485166666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.105485166666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.105485166666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.210970333333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.263712916666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.210970333333333,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.105485166666667,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.421940666666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
1.47679233333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.105485166666667,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.0527425833333333,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.3164555,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0.15822775,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0,vocal,Note On,3,d6,
0.15822775,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0,vocal,Note On,3,b5,
0.263712916666667,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0,vocal,Note Off,3,d6,
0.0527425833333333,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
0,vocal,Note Off,3,b5,
1.42404975,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0,vocal,Note On,3,e6,
0.105485166666667,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
0,vocal,Note Off,3,e6,
